,Episode Name,Japanese Airdate,English Airdate,Char List,Opening,Ending,Arc,Rating
134,"""The Promise That Could Not Be Kept""",18 May 2005,26 January 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Jiraiya', 'Fifth Hokage: Tsunade', 'Shikamaru Nara', 'Temari', 'Shikaku Nara', 'Chōza Akimichi', 'Neji Hyūga', 'Shizune', 'Sasuke Uchiha', 'Orochimaru', 'Kabuto Yakushi', 'Kiba Inuzuka', 'Ino Yamanaka', 'Hana Inuzuka']","""No Boy, No Cry""","""Lost Words""",Sasuke Recovery Mission,4.6
135,"""Deep Cover?! A Super S-Ranked Mission!""",25 May 2005,2 February 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Fifth Hokage: Tsunade', 'Shizune', 'Teuchi', 'Ambiguous women']","""No Boy, No Cry""","""Lost Words""",Land of Rice Fields Investigation Mission,3.7
136,"""A Town of Outlaws, The Shadow of the Fūma Clan""",1 June 2005,2 February 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Kamikiri', 'Jigumo', 'Kagerō', 'Hanzaki', 'Kimimaro', 'Hanzaki army corps', 'Hostesses']","""No Boy, No Cry""","""Lost Words""",Land of Rice Fields Investigation Mission,3.8
137,"""Pure Betrayal and a Fleeting Plea""",8 June 2005,9 February 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Kamikiri', 'Jigumo', 'Kagerō man', 'Kagerō woman', 'Orochimaru']","""No Boy, No Cry""","""Lost Words""",Land of Rice Fields Investigation Mission,3.7
138,"""Pure Terror! The House of Orochimaru!""",15 June 2005,9 February 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Kotohime', 'Hanzaki', 'Gamakichi', 'Orochimaru', 'Kabuto Yakushi']","""No Boy, No Cry""","""Lost Words""",Land of Rice Fields Investigation Mission,3.8
139,"""Two Heartbeats: Kabuto's Trap""",22 June 2005,16 February 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasame', 'Arashi', 'Kamikiri', 'Jigumo', 'Kagerō woman', 'Orochimaru', 'Kabuto Yakushi', 'Gamakichi']","""No Boy, No Cry""","""Lost Words""",Land of Rice Fields Investigation Mission,3.9
140,"""Sakura's Determination!""",29 June 2005,16 February 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Jiraiya', 'Sasame', 'Arashi', 'Kamikiri', 'Jigumo', 'Hanzaki', 'Fifth Hokage: Tsunade', 'Shikamaru Nara', 'Gamakichi']","""No Boy, No Cry""","""Lost Words""",Land of Rice Fields Investigation Mission,3.8
141,"""The Three Villains from the Maximum Security Prison""",6 July 2005,23 February 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Iruka Umino', 'Fifth Hokage: Tsunade', 'Shizune', 'Jiraiya', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Kiba Inuzuka', 'Shino Aburame', 'Hinata Hyūga', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Temari', 'Kankurō', 'Might Guy', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Hiashi Hyūga', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Mizuki', 'Fūjin', 'Raijin', 'Konohamaru', 'Moegi', 'Udon']","""No Boy, No Cry""","""Speed""",Mizuki Tracking Mission,3.6
142,"""Tonton! I'm Counting on You!""",13 July 2005,23 February 2008,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Kakashi Hatake', 'Fifth Hokage: Tsunade', 'Shizune', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Mizuki', 'Tsubaki', 'Fūjin', 'Raijin', 'Konoha medical team']","""No Boy, No Cry""","""Speed""",Mizuki Tracking Mission,3.7
143,"""A New Squad! Two People and a Dog?!""",20 July 2005,1 March 2008,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Mizuki', 'Fūjin', 'Raijin', 'Third Hokage: Sarutobi', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Iruka (boyhood)', 'Mizuki (boyhood)', 'Village boys']","""No Boy, No Cry""","""Speed""",Mizuki Tracking Mission,3.6
144,"""A New Formation: Ino–Shika–Chō!""",27 July 2005,1 March 2008,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Mizuki', 'Fūjin', 'Raijin', 'Third Hokage: Sarutobi', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Konoha shinobi']","""No Boy, No Cry""","""Speed""",Mizuki Tracking Mission,3.7
145,"""Remaining Ambition: Orochimaru's Shadow""",10 August 2005,8 March 2008,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Mizuki', 'Tsubaki', 'Fūjin', 'Raijin', 'Orochimaru', 'Fifth Hokage: Tsunade', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Iwashi Tatami', 'Tonbo Tobitake', 'Nara family researchers']","""No Boy, No Cry""","""Speed""",Mizuki Tracking Mission,3.6
146,"""A Clash of Fate: You Can't Bring Me Down!""",17 August 2005,8 March 2008,"['Naruto Uzumaki', 'Iruka Umino', 'Pakkun', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Fifth Hokage: Tsunade', 'Sakura Haruno', 'Mizuki', 'Tsubaki', 'Fūjin', 'Raijin', 'Medical team']","""No Boy, No Cry""","""Speed""",Mizuki Tracking Mission,3.7
147,"""The Search for the Rare Bikōchū Beetle""",17 August 2005,15 March 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Hiashi Hyūga', 'Neji Hyūga', 'Kurenai Yūhi', 'Shizune', 'Fifth Hokage: Tsunade', 'Suzumebachi', 'Kurobachi', 'Jibachi']","""No Boy, No Cry""","""Speed""",Bikōchū Search Mission,4.0
148,"""What's the Difference? Don't All Insects Look Alike?""",24 August 2005,15 March 2008,"['Naruto Uzumaki', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Shizune', 'Fifth Hokage: Tsunade', 'Suzumebachi', 'Kurobachi', 'Jibachi']","""No Boy, No Cry""","""Speed""",Bikōchū Search Mission,3.9
149,"""A Battle of Bugs! The Deceivers and the Deceived!""",31 August 2005,22 March 2008,"['Naruto Uzumaki', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Suzumebachi', 'Kurobachi', 'Jibachi']","""No Boy, No Cry""","""Speed""",Bikōchū Search Mission,4.1
150,"""Blaze Away, Byakugan! This is My Ninja Way!""",14 September 2005,22 March 2008,"['Naruto Uzumaki', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Suzumebachi', 'Kurobachi', 'Jibachi', 'Fifth Hokage: Tsunade', 'Sakura Haruno', 'Shizune', 'Hiashi Hyūga']","""No Boy, No Cry""","""Speed""",Bikōchū Search Mission,3.8
151,"""Funeral March for the Living""",21 September 2005,29 March 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Fifth Hokage: Tsunade', 'Shizune', 'Might Guy', 'Anko Mitarashi', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Raiga Kurosuki', 'Ranmaru', 'Karashi', 'Sanshō granny', 'Hachidai', 'Sangorō', 'Rokusuke']","""No Boy, No Cry""","""Speed""",Kurosuki Family Removal Mission,3.8
152,"""A Lesson Learned: The Iron Fist of Love!""",28 September 2005,29 March 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Raiga Kurosuki', 'Ranmaru', 'Sanshō granny', 'Karashi', 'Sukeza', 'Sangorō', 'Rokusuke', 'Kurosuki group']","""No Boy, No Cry""","""Speed""",Kurosuki Family Removal Mission,3.6
153,"""The Enemy of the Byakugan""",5 October 2005,5 April 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Raiga Kurosuki', 'Ranmaru', 'Sanshō granny', 'Hachidai', 'Sangorō']","""Wind and Waves Satellite""","""Because You are With Me""",Kurosuki Family Removal Mission,3.6
154,"""The Dark Creeping Clouds""",12 October 2005,5 April 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Raiga Kurosuki', 'Ranmaru', 'Sanshō granny', 'Karashi', 'Sukeza', 'Hachidai', 'Sangorō', 'Rokusuke', 'Kurosuki group']","""Wind and Waves Satellite""","""Because You are With Me""",Kurosuki Family Removal Mission,3.7
155,"""Raiga's Counterattack""",19 October 2005,12 April 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Raiga Kurosuki', 'Ranmaru', 'Sanshō granny', 'Karashi']","""Wind and Waves Satellite""","""Because You are With Me""",Kurosuki Family Removal Mission,3.5
156,"""Run! The Curry of Life!""",26 October 2005,12 April 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Raiga Kurosuki', 'Ranmaru', 'Sanshō granny', 'Karashi']","""Wind and Waves Satellite""","""Because You are With Me""",Kurosuki Family Removal Mission,3.7
157,"""Follow My Lead! The Great Survival Challenge""",2 November 2005,19 April 2008,"['Naruto Uzumaki', 'Konohamaru', 'Moegi', 'Udon', 'Shikamaru Nara', 'Chōji Akimichi', 'Hinata Hyūga', 'Neji Hyūga', 'Kiba Inuzuka', 'Rock Lee', 'Fifth Hokage: Tsunade', 'Iruka', 'Gal Naruto', 'Academy teacher', 'Academy students']","""Wind and Waves Satellite""","""Because You are With Me""",None,3.7
158,"""The Bounty Hunter from the Wilderness""",9 November 2005,19 April 2008,"['Naruto Uzumaki', 'Hinata Hyūga', 'Kiba Inuzuka', 'Sazanami', 'Gosunkugi', 'Gatsu', 'Fifth Hokage: Tsunade', 'Michizō Manaka', 'Bartender', 'Bar customers']","""Wind and Waves Satellite""","""Because You are With Me""",Gosunkugi Capture Mission,3.9
159,"""Hunt or Be Hunted?! Showdown at the O.K. Temple!""",16 November 2005,26 April 2008,"['Naruto Uzumaki', 'Hinata Hyūga', 'Kiba Inuzuka', 'Sazanami', 'Gosunkugi', 'Gatsu', 'Fifth Hokage: Tsunade', 'Scrutineer', 'Gosunkugi subordinates']","""Wind and Waves Satellite""","""Because You are With Me""",Gosunkugi Capture Mission,3.7
160,"""The Appearance of Strange Visitors""",23 November 2005,26 April 2008,"['Naruto Uzumaki', 'Mondai Guy', 'Potcha Lee', 'Kakashi Hatake', 'Might Guy', 'Rock Lee', 'Fifth Hokage: Tsunade', 'Sakura Haruno', 'Shizune', 'Tenten', 'Katsuyu', 'Gal Naruto']",None,None,None,3.9
161,"""The Cursed Warrior""",30 November 2005,3 May 2008,"['Naruto Uzumaki', 'Neji Hyūga', 'Tenten', 'Kakashi Hatake', 'Fifth Hokage: Tsunade', 'Shizune', 'Chishima', 'Mōsō', 'Kōmei', 'Samurai', 'Teuchi']","""Wind and Waves Satellite""","""Because You are With Me""",Cursed Warrior Extermination Mission,3.9
162,"""The Tactician's Intent""",7 December 2005,3 May 2008,"['Naruto Uzumaki', 'Neji Hyūga', 'Tenten', 'Sagi', 'Chishima', 'Mōsō', 'Kōmei', 'Samurais']","""Wind and Waves Satellite""","""Because You are With Me""",Cursed Warrior Extermination Mission,3.7
163,"""Too Late for Help""",14 December 2005,10 May 2008,"['Naruto Uzumaki', 'Neji Hyūga', 'Tenten', 'Sagi', 'Chishima', 'Mōsō', 'Kakashi Hatake', 'Gamakichi', 'Gamatatsu', 'Samurai']","""Wind and Waves Satellite""","""Because You are With Me""",Cursed Warrior Extermination Mission,3.5
164,"""The Death of Naruto""",21 December 2005,10 May 2008,"['Naruto Uzumaki', 'Neji Hyūga', 'Tenten', 'Kakashi Hatake', 'Sagi', 'Chishima', 'Mōsō', 'Kōmei', 'Pakkun', 'Nagare', 'Hokushin', 'Head soldier', 'Kaishakunin']","""Wind and Waves Satellite""","""Because You are With Me""",Cursed Warrior Extermination Mission,3.7
165,"""When Time Stands Still""",4 January 2006,17 May 2008,"['Naruto Uzumaki', 'Neji Hyūga', 'Tenten', 'Kakashi Hatake', 'Sagi', 'Toki', 'Chishima', 'Sasuke', 'Mōsō', 'Kōmei', 'Nagare', 'Head soldier']","""Wind and Waves Satellite""","""Parade""",Cursed Warrior Extermination Mission,3.7
166,"""When Egrets Flap Their Wings""",4 January 2006,17 May 2008,"['Naruto Uzumaki', 'Neji Hyūga', 'Tenten', 'Kakashi Hatake', 'Sagi', 'Toki', 'Chishima', 'Mōsō', 'Kōmei', 'Hōki', 'Hokushin', 'Head soldier']","""Wind and Waves Satellite""","""Parade""",Cursed Warrior Extermination Mission,3.8
167,"""Mix it, Stretch it, Boil it Up! Burn Copper Pot, Burn!""",18 January 2006,24 May 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Chōji Akimichi', 'Teuchi', 'Ayame', 'Hakkaku', 'Cooking-nin']","""Wind and Waves Satellite""","""Parade""",None,3.7
168,"""Remembrance: The Lost Page""",25 January 2006,24 May 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Shino Aburame', 'Ino Yamanaka', 'Anko Mitarashi', 'Orochimaru', 'Isaribi', 'Yoroi Akadō', 'Misumi Tsurugi', 'Gamakichi', 'Gamatatsu', 'Shopkeeper', 'Shizune', 'Fifth Hokage: Tsunade']","""Wind and Waves Satellite""","""Parade""",Kaima Capture Mission,3.9
169,"""The Closed Door""",1 February 2006,31 May 2008,"['Naruto Uzumaki', 'Anko Mitarashi', 'Shino Aburame', 'Ino Yamanaka', 'Orochimaru', 'Isaribi', 'Amachi', 'Hitode', 'Yoroi Akadō', 'Fifth Hokage: Tsunade', 'Shizune', 'Female diver', 'Boy', 'Old woman', 'Flashbacks Anbu', 'Third Hokage: Sarutobi', 'Sasuke Uchiha']","""Wind and Waves Satellite""","""Parade""",Kaima Capture Mission,3.9
170,"""Infiltration: The Set-Up!""",8 February 2006,31 May 2008,"['Naruto Uzumaki', 'Shino Aburame', 'Ino Yamanaka', 'Anko Mitarashi', 'Isaribi', 'Orochimaru', 'Amachi', 'Yoroi Akadō', 'Misumi Tsurugi', 'Flashbacks Anbu']","""Wind and Waves Satellite""","""Parade""",Kaima Capture Mission,3.7
171,"""Despair: A Fractured Heart""",15 February 2006,7 June 2008,"['Naruto Uzumaki', 'Shino Aburame', 'Ino Yamanaka', 'Anko Mitarashi', 'Isaribi', 'Amachi', 'Hitode', 'Yoroi Akadō', 'Soldiers']","""Wind and Waves Satellite""","""Parade""",Kaima Capture Mission,3.7
172,"""Battle at Sea: The Power Unleashed!""",22 February 2006,7 June 2008,"['Naruto Uzumaki', 'Shino Aburame', 'Ino Yamanaka', 'Anko Mitarashi', 'Isaribi', 'Orochimaru', 'Amachi', 'Gamabunta', 'Yoroi Akadō', 'Hitode', 'Soldier']","""Wind and Waves Satellite""","""Parade""",Kaima Capture Mission,4.0
173,"""Impossible! Celebrity Ninja Art: Money Style Jutsu!""",1 March 2006,14 June 2008,"['Naruto Uzumaki', 'Fifth Hokage: Tsunade', 'Shizune', 'Kunihisa', 'Kunijirō', 'Shinayakana bandit', 'Fukuyokana bandit', 'Black suit captains', 'Black suit: hundred squad']","""Wind and Waves Satellite""","""Parade""",None,3.3
174,"""The Treasure Hunt is On!""",8 March 2006,14 June 2008,"['Naruto Uzumaki', 'Hinata Hyūga', 'Kiba Inuzuka', 'Fifth Hokage: Tsunade', 'Shizune', 'Iruka Umino', 'Hiashi Hyūga', 'Agari Kaisen', 'Kotetsu Hagane', 'Izumo Kamizuki']","""Wind and Waves Satellite""","""Parade""",Buried Gold Excavation Mission,3.8
175,"""Run, Dodge, Zigzag! Chase or Be Chased!""",15 March 2006,21 June 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Hinata Hyūga', 'Kiba Inuzuka', 'Fifth Hokage: Tsunade', 'Shizune', 'Agari Kaisen', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Teuchi', 'Ayame']","""Wind and Waves Satellite""","""Parade""",Buried Gold Excavation Mission,4.0
176,"""Please, Mr. Postman!""",22 March 2006,21 June 2008,"['Naruto Uzumaki', 'Jiraiya', 'Courier ninja 596-03', 'Courier ninja 463-72', 'Courier ninja 184-96', 'Courier ninja 893-03', 'Gal Naruto', 'Bathing woman']","""Wind and Waves Satellite""","""Parade""",None,3.7
177,"""Encounter! The Boy with a Star's Name""",29 March 2006,28 June 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Tenten', 'Rock Lee', 'Neji Hyūga', 'Fifth Hokage: Tsunade', 'Shizune', 'Natsuhi', 'Sumaru', 'Akahoshi', 'Hokuto', 'Mizura']","""Wind and Waves Satellite""","""Parade""",Star Guard Mission,3.7
178,"""The Remembered Lullaby""",5 April 2006,28 June 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Fifth Hokage: Tsunade', 'Shizune', 'Natsuhi', 'Sumaru', 'Akahoshi', 'Yotaka', 'Shisō', 'Hokuto', 'Mizura']","""Re:member""","""Yellow Moon""",Star Guard Mission,3.7
179,"""Hidden Jutsu! The Price of Ninja Art: Kujaku""",12 April 2006,5 July 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Natsuhi', 'Sumaru', 'Hokuto', 'Mizura', 'Third: Hoshikage', 'Akahoshi', 'Yotaka', 'Shisō', 'Sumaru (boyhood)', 'Medical ninja', 'Boys ninja']","""Re:member""","""Yellow Moon""",Star Guard Mission,3.8
180,"""Hoshikage: The Buried Truth""",19 April 2006,5 July 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Natsuhi', 'Hotarubi', 'Sumaru', 'Hokuto', 'Mizura', 'Third: Hoshikage', 'Akahoshi', 'Yotaka', 'Shisō', 'Ninja']","""Re:member""","""Yellow Moon""",Star Guard Mission,3.7
181,"""Reunion: The Remaining Time""",26 April 2006,26 July 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Natsuhi', 'Hotarubi', 'Sumaru', 'Sumaru (Childhood)', 'Akahoshi', 'Yotaka', 'Shisō', 'Hokuto', 'Boy ninja']","""Re:member""","""Yellow Moon""",Star Guard Mission,3.7
182,"""The Star's Radiance""",3 May 2006,26 July 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Shizune', 'Fifth Hokage: Tsunade', 'Natsuhi', 'Sumaru', 'Hokuto', 'Mizura', 'Akahoshi', 'Yotaka', 'Shisō', 'Hoshi shinobi']","""Re:member""","""Yellow Moon""",Star Guard Mission,3.6
183,"""Kiba's Long Day""",10 May 2006,2 August 2008,"['Naruto Uzumaki', 'Kiba Inuzuka', 'Hana Inuzuka', 'Fifth Hokage: Tsunade', 'Shizune', 'Hinata Hyūga', 'Shino Aburame', 'Konoha Anbu']","""Re:member""","""Yellow Moon""",None,3.7
184,"""A Legend from the Hidden Leaf: The Onbaa!""",17 May 2006,2 August 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Onbu/Ayame', 'Onbaa', 'Fifth Hokage: Tsunade', 'Shizune', 'Kiba Inuzuka', 'Hinata Hyūga', 'Rock Lee', 'Jiraiya (Childhood)', 'Tsunade (Childhood)', 'Orochimaru (Childhood)', 'Teuchi', 'Bandit']","""Re:member""","""Yellow Moon""",None,3.9
185,"""Laughing Shino""",24 May 2006,9 August 2008,"['Naruto Uzumaki', 'Shino Aburame', 'Fifth Hokage: Tsunade', 'Shizune', 'Tōbei Kagetsu', 'Yōichi Kagetsu', 'Tsukiko Kagetsu', 'Fūta Kagetsu', 'Mai Kagetsu', 'Jiraiya', 'Monk', 'Fūta (boyhood)', 'Tsukiko (childhood)']","""Re:member""","""Yellow Moon""",None,4.0
186,"""Open for Business! The Leaf Moving Service""",31 May 2006,9 August 2008,"['Naruto Uzumaki', 'Chōji Akimichi', 'Hinata Hyūga', 'Fifth Hokage: Tsunade', 'Shizune', 'Shun', 'Yurinoshin', 'Kikusuke', 'Old woman', 'Momiji', 'Renga', 'Jiga', 'Ruiga', 'Minister', 'Shinobi']","""Re:member""","""Yellow Moon""",Peddlers Escort Mission,3.4
187,"""The Mystery of the Targeted Merchants""",7 June 2006,16 August 2008,"['Naruto Uzumaki', 'Chōji Akimichi', 'Hinata Hyūga', 'Haruna princess', 'Yurinojō', 'Ruiga', 'Old woman', 'Momiji', 'Old man', 'Young man']","""Re:member""","""Yellow Moon""",Peddlers Escort Mission,3.4
188,"""A Limitless Supply of Ninja Tools""",14 June 2006,16 August 2008,"['Naruto Uzumaki', 'Chōji Akimichi', 'Hinata Hyūga', 'Haruna princess', 'Yurinojō', 'Jiga', 'Ruiga']","""Re:member""","""Yellow Moon""",Peddlers Escort Mission,3.4
189,"""The Byakugan Sees the Blind Spot!""",21 June 2006,23 August 2008,"['Naruto Uzumaki', 'Chōji Akimichi', 'Hinata Hyūga', 'Haruna princess', 'Yurinojō', 'Renga', 'Jiga', 'Fifth Hokage: Tsunade', 'Shizune']","""Re:member""","""Yellow Moon""",Peddlers Escort Mission,3.6
190,"""Forecast: Death! Cloudy with Chance of Sun!""",28 June 2006,23 August 2008,"['Naruto Uzumaki', 'Chōji Akimichi', 'Hinata Hyūga', 'Haruna princess', 'Yurinojō', ""Haruna's father"", 'Renga', 'Shikamaru Nara', 'Shizune']","""Re:member""","""Yellow Moon""",Peddlers Escort Mission,3.4
191,"""Ino Screams! Chubby Paradise!""",5 July 2006,30 August 2008,"['Naruto Uzumaki', 'Ino Yamanaka', 'Chikara', 'Chamber maid', 'Gal Naruto', 'Chamberlain voice cooperation', 'Fifth Hokage: Tsunade']","""Re:member""","""Pinocchio""",None,3.5
192,"""Viva Dojo Challenge! Youth is All About Passion!""",12 July 2006,30 August 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Rock Lee', 'Might Guy', 'Nanafushi', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Shizune', 'Martial arts master', 'Fifth Hokage: Tsunade']","""Re:member""","""Pinocchio""",None,3.8
193,"""The Mysterious Curse of the Haunted Castle""",19 July 2006,6 September 2008,"['Naruto Uzumaki', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shizune', 'Kayo', 'Samurai', 'Maid', 'Bodyguard', 'Kubisaki castle creepy voice', 'Fifth Hokage: Tsunade']","""Re:member""","""Pinocchio""",None,3.2
194,"""The Third Super-Beast!""",26 July 2006,6 September 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Might Guy', 'Sakura Haruno', 'Shizune', 'Yagura', 'Fifth Hokage: Tsunade']","""Re:member""","""Pinocchio""",Third Great Beast Arc,3.7
195,"""Hot-Blooded Confrontation: Student vs. Sensei""",9 August 2006,13 September 2008,"['Naruto Uzumaki', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Might Guy', 'Sakura Haruno', 'Genshō', 'Rokkaku', 'Jakō']","""Re:member""","""Pinocchio""",Third Great Beast Arc,3.9
196,"""Crisis: The Konoha 11 Gather!""",16 August 2006,13 September 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Might Guy', 'Shizune', 'Gennō', 'Kanna', 'Teuchi', 'Ayame', 'Young carpenter', 'Konoha Anbu', ""Gennō's landlord"", 'Fifth Hokage: Tsunade']","""Re:member""","""Pinocchio""",Konoha Plans Recapture Mission,3.9
197,"""The Anbu Gives Up? Naruto's Recollection""",23 August 2006,20 September 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Might Guy', 'Shizune', 'Kotetsu Hagane', 'Gennō', 'Kanna', 'Teuchi', 'Konoha Anbu', 'Fifth Hokage: Tsunade']","""Re:member""","""Pinocchio""",Konoha Plans Recapture Mission,3.9
198,"""The Missed Target""",30 August 2006,20 September 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Shizune', 'Izumo Kamizuki', 'Academy students', 'Fifth Hokage: Tsunade']","""Re:member""","""Pinocchio""",Konoha Plans Recapture Mission,4.0
199,"""The Powerful Helper""",13 September 2006,4 October 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Might Guy', 'Shizune', 'Gennō', 'Kanna', 'Academy students', 'Homura Mitokado', 'Koharu Utatane', 'Fifth Hokage: Tsunade']","""Re:member""","""Pinocchio""",Konoha Plans Recapture Mission,4.0
200,"""Multiple Traps! Countdown to Destruction""",20 September 2006,18 October 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Might Guy', 'Shizune', 'Gennō', 'Fifth Hokage: Tsunade']","""Re:member""","""Pinocchio""",Konoha Plans Recapture Mission,4.2
201,"""The Top 5 Ninja Battles!""",27 September 2006,1 November 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Chōji Akimichi', 'Kiba Inuzuka', 'Neji Hyūga', 'Jiraiya', 'Orochimaru', 'Sasuke Uchiha', 'Kakashi Hatake', 'Might Guy', 'Kidōmaru', 'Sakon', 'Jirōbō', 'Zabuza Momochi']","""Re:member""","""Pinocchio""",None,3.2
202,"""Kurenai's Decision: Team 8 Left Behind""",5 October 2006,15 November 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Kurenai Yūhi', 'Yakumo Kurama', 'Might Guy', 'Rock Lee', 'Shizune', 'Fifth Hokage: Tsunade', 'Third Hokage: Sarutobi', 'Konoha Anbu', 'Medical ninja', 'Konoha shinobi']","""Swaying""","""Scenario""",Yakumo Kurama Rescue Mission,3.8
203,"""Yakumo's Sealed Power""",5 October 2006,22 November 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Kurenai Yūhi', 'Yakumo Kurama', 'Might Guy', 'Shizune', 'Fifth Hokage: Tsunade', 'Unkai', 'Konoha Anbu', 'Medical ninja', 'Kurama shinobi']","""Swaying""","""Scenario""",Yakumo Kurama Rescue Mission,3.6
204,"""Kurenai's Top Secret Mission: The Promise with the Third Hokage""",5 October 2006,27 December 2008,"['Naruto Uzumaki', 'Sakura Haruno', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Kurenai Yūhi', 'Yakumo Kurama', 'Unkai', 'Might Guy', 'Third Hokage: Sarutobi', 'Kurama shinobi']","""Swaying""","""Scenario""",Yakumo Kurama Rescue Mission,3.8
